sample_file_name	sample_name
1402566.3.RefSeq.faa	Pseudomonas aeruginosa BL25
1402565.3.RefSeq.faa	Pseudomonas aeruginosa BL24
1402564.3.RefSeq.faa	Pseudomonas aeruginosa BL23
1402563.3.RefSeq.faa	Pseudomonas aeruginosa BL22
1402562.3.RefSeq.faa	Pseudomonas aeruginosa BL21
1402561.3.RefSeq.faa	Pseudomonas aeruginosa BL20
1402560.3.RefSeq.faa	Pseudomonas aeruginosa BL19
1412698.3.RefSeq.faa	Staphylococcus aureus T89463
1126917.3.RefSeq.faa	Escherichia coli C732_98
1087479.3.RefSeq.faa	Carnobacterium maltaromaticum ATCC 35586
1402569.3.RefSeq.faa	Pseudomonas aeruginosa M8A.3
1402568.3.RefSeq.faa	Pseudomonas aeruginosa M8A.2
1478175.3.RefSeq.faa	Neochlamydia sp. EPS4
1478174.3.RefSeq.faa	Neochlamydia sp. TUME1
1074146.3.RefSeq.faa	Streptococcus mutans TCI-179
69218.3.RefSeq.faa	Enterobacter cancerogenus M004
1695.3.RefSeq.faa	Bifidobacterium longum subsp. suis
1354030.3.RefSeq.faa	Enterobacter cloacae P101
644284.3.RefSeq.faa	Arcanobacterium haemolyticum DSM 20595
153721.3.RefSeq.faa	Sporocytophaga myxococcoides PG-01
331635.3.RefSeq.faa	Chlamydophila pecorum E58
1422352.3.RefSeq.faa	Staphylococcus aureus DAR5822
1422353.3.RefSeq.faa	Staphylococcus aureus DAR5821
1422350.3.RefSeq.faa	Staphylococcus aureus DAR5824
1422351.3.RefSeq.faa	Staphylococcus aureus DAR5823
526222.3.RefSeq.faa	Desulfovibrio salexigens DSM 2638
1422357.3.RefSeq.faa	Staphylococcus aureus DAR5817
1422354.3.RefSeq.faa	Staphylococcus aureus DAR5820
1422355.3.RefSeq.faa	Staphylococcus aureus DAR5819
1422358.3.RefSeq.faa	Staphylococcus aureus DAR5816
1422359.3.RefSeq.faa	Staphylococcus aureus DAR5815
697286.3.RefSeq.faa	Paenibacillus larvae subsp. larvae DSM 25719
272623.7.RefSeq.faa	Lactococcus lactis subsp. lactis Il1403
1046593.3.RefSeq.faa	Leuconostoc carnosum KCTC 3525
1339267.4.RefSeq.faa	Lactobacillus fermentum FTDC8312
1339266.3.RefSeq.faa	Pseudomonas aeruginosa M10
1339265.3.RefSeq.faa	Pseudomonas aeruginosa IGB83
1339264.3.RefSeq.faa	Pseudomonas aeruginosa ID4365
1339263.3.RefSeq.faa	Pseudomonas aeruginosa 148
981213.3.RefSeq.faa	Helicobacter pylori NQ1712
981212.3.RefSeq.faa	Helicobacter pylori NQ315
981211.3.RefSeq.faa	Helicobacter pylori 8A3
981210.3.RefSeq.faa	Helicobacter pylori BCS100H1
981217.3.RefSeq.faa	Helicobacter pylori NQ1707
981216.3.RefSeq.faa	Helicobacter pylori NQ392
981215.3.RefSeq.faa	Helicobacter pylori NQ1701
981214.3.RefSeq.faa	Helicobacter pylori NQ352
1302425.3.RefSeq.faa	Clostridium botulinum CFSAN002367
1443897.3.RefSeq.faa	Rhodococcus fascians A76
411468.9.RefSeq.faa	Clostridium scindens ATCC 35704
411469.3.RefSeq.faa	Eubacterium hallii DSM 3353
411462.6.RefSeq.faa	Dorea longicatena DSM 13814
411463.4.RefSeq.faa	Eubacterium ventriosum ATCC 27560
1391470.3.RefSeq.faa	Enterococcus faecalis B284
272626.9.RefSeq.faa	Listeria innocua Clip11262
411466.7.RefSeq.faa	Actinomyces odontolyticus ATCC 17982
411467.6.RefSeq.faa	Pseudoflavonifractor capillosus ATCC 29799
411464.8.RefSeq.faa	Desulfovibrio piger ATCC 29098
411465.10.RefSeq.faa	Parvimonas micra ATCC 33270
1281241.3.RefSeq.faa	Escherichia coli UMEA 3323-1
1281240.3.RefSeq.faa	Escherichia coli UMEA 3318-1
1169385.3.RefSeq.faa	Escherichia coli KTE131
1281242.3.RefSeq.faa	Escherichia coli UMEA 3329-1
1169383.3.RefSeq.faa	Escherichia coli KTE128
1281244.3.RefSeq.faa	Escherichia coli UMEA 3337-1
1281247.3.RefSeq.faa	Escherichia coli UMEA 3355-1
1169380.3.RefSeq.faa	Escherichia coli KTE122
1281249.3.RefSeq.faa	Escherichia coli UMEA 3426-1
1281248.3.RefSeq.faa	Escherichia coli UMEA 3391-1
1353980.3.RefSeq.faa	Shigella dysenteriae SD1D
1353981.3.RefSeq.faa	Enterococcus faecalis SDVK1A
1169389.3.RefSeq.faa	Escherichia coli KTE139
1169388.3.RefSeq.faa	Escherichia coli KTE138
190304.8.RefSeq.faa	Fusobacterium nucleatum subsp. nucleatum ATCC 25586
936156.3.RefSeq.faa	Bacillus subtilis BSn5
1429879.3.RefSeq.faa	Staphylococcus aureus SA9-LAU
865861.6.RefSeq.faa	Clostridium ultunense DSM 10521
1158539.3.RefSeq.faa	Staphylococcus aureus M0633
1409489.3.RefSeq.faa	Staphylococcus aureus COAS6004
1409488.3.RefSeq.faa	Staphylococcus aureus WMCS6001
1422421.3.RefSeq.faa	Staphylococcus aureus VET0088R
1418107.3.RefSeq.faa	Aeromonas hydrophila pc104A
1418104.5.RefSeq.faa	Clostridium argentinense CDC 2741
1409481.3.RefSeq.faa	Staphylococcus aureus LAMC0013
1409480.3.RefSeq.faa	Staphylococcus aureus LAMC0011
1409483.3.RefSeq.faa	Staphylococcus aureus SMMC6030
1409482.3.RefSeq.faa	Staphylococcus aureus LAMC0016
1409485.3.RefSeq.faa	Staphylococcus aureus AMMC6014
1409484.3.RefSeq.faa	Staphylococcus aureus AMMC6015
1409487.3.RefSeq.faa	Staphylococcus aureus COAS6001
1409486.3.RefSeq.faa	Staphylococcus aureus AMMC6013
1169671.3.RefSeq.faa	Streptococcus sp. GMD2S
908247.3.RefSeq.faa	Staphylococcus aureus 16K
1169670.3.RefSeq.faa	Streptococcus sp. GMD1S
138074.4.RefSeq.faa	Serratia symbiotica
1007656.5.RefSeq.faa	Pseudomonas fluorescens Wayne1
1443905.3.RefSeq.faa	Rhodococcus fascians LMG 3625
399726.7.RefSeq.faa	Thermoanaerobacter sp. X514
1443892.3.RefSeq.faa	Rhodococcus fascians 05-561-1
1076934.5.RefSeq.faa	Streptococcus lutetiensis 033
1329905.3.RefSeq.faa	Mannheimia haemolytica D35
1410699.3.RefSeq.faa	Staphylococcus aureus W31852
1410878.3.RefSeq.faa	Staphylococcus aureus F27254
1410879.3.RefSeq.faa	Staphylococcus aureus H71781
1410692.3.RefSeq.faa	Staphylococcus aureus F41913
1410693.3.RefSeq.faa	Staphylococcus aureus F41882
1410690.3.RefSeq.faa	Staphylococcus aureus F41886
1410691.3.RefSeq.faa	Staphylococcus aureus F41906
1410696.3.RefSeq.faa	Staphylococcus aureus T49441
1410697.3.RefSeq.faa	Staphylococcus aureus W31936
1410694.3.RefSeq.faa	Staphylococcus aureus F41902
1410695.3.RefSeq.faa	Staphylococcus aureus M85201
1331043.4.RefSeq.faa	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. FCAV198
1331042.4.RefSeq.faa	Pasteurella multocida subsp. gallicida P1062
1157349.3.RefSeq.faa	Enterococcus faecalis B1696
1085623.3.RefSeq.faa	Glaciecola nitratireducens FR1064
1182670.3.RefSeq.faa	Escherichia coli KTE63
1182671.3.RefSeq.faa	Escherichia coli KTE64
1182672.3.RefSeq.faa	Escherichia coli KTE65
1182673.3.RefSeq.faa	Escherichia coli KTE66
1105330.3.RefSeq.faa	Escherichia coli TW07509
1182675.3.RefSeq.faa	Escherichia coli KTE68
1182676.3.RefSeq.faa	Escherichia coli KTE69
1182677.3.RefSeq.faa	Escherichia coli KTE70
1182678.3.RefSeq.faa	Escherichia coli KTE71
1182679.3.RefSeq.faa	Escherichia coli KTE72
1121356.3.RefSeq.faa	Corynebacterium ciconiae DSM 44920
1121353.3.RefSeq.faa	Corynebacterium callunae DSM 20147
362663.9.RefSeq.faa	Escherichia coli 536
1280689.3.RefSeq.faa	Clostridium paraputrificum AGR2156
1157343.3.RefSeq.faa	Enterococcus faecalis B1505
1260222.3.RefSeq.faa	Chlamydia trachomatis IU824
1260223.3.RefSeq.faa	Chlamydia trachomatis IU888
1129374.4.RefSeq.faa	Alishewanella jeotgali KCTC 22429
1411580.3.RefSeq.faa	Staphylococcus aureus T86045
1441607.4.RefSeq.faa	Vibrio parahaemolyticus TUMSAT_DE1_S1
1087443.3.RefSeq.faa	Klebsiella pneumoniae subsp. pneumoniae KPNIH4
84531.4.RefSeq.faa	Lysobacter antibioticus
1388319.3.RefSeq.faa	Staphylococcus aureus M0481
290398.11.RefSeq.faa	Chromohalobacter salexigens DSM 3043
1157346.3.RefSeq.faa	Enterococcus faecalis B1618
1408430.3.RefSeq.faa	Brachyspira alvinipulli ATCC 51933
568813.3.RefSeq.faa	Streptococcus suis SC84
1087441.3.RefSeq.faa	Klebsiella pneumoniae subsp. pneumoniae KPNIH2
1441609.4.RefSeq.faa	Vibrio parahaemolyticus TUMSAT_D06_S3
1441608.4.RefSeq.faa	Vibrio parahaemolyticus TUMSAT_DE2_S2
1388317.3.RefSeq.faa	Staphylococcus aureus M0476
1087440.3.RefSeq.faa	Klebsiella pneumoniae subsp. pneumoniae KPNIH1
1157344.3.RefSeq.faa	Enterococcus faecalis B1532
1145132.3.RefSeq.faa	Neisseria meningitidis 65012
1157345.3.RefSeq.faa	Enterococcus faecalis B1586
1154914.3.RefSeq.faa	Streptococcus agalactiae GB00279
911598.3.RefSeq.faa	Bifidobacterium animalis subsp. lactis BS 01
883151.3.RefSeq.faa	Myroides odoratimimus CCUG 12700
883150.3.RefSeq.faa	Myroides odoratimimus CCUG 10230
883153.3.RefSeq.faa	Myroides odoratimimus CCUG 3837
1388314.3.RefSeq.faa	Staphylococcus aureus M0471
883155.3.RefSeq.faa	Myroides odoratimimus CIP 103059
1087445.3.RefSeq.faa	Klebsiella pneumoniae subsp. pneumoniae KPNIH6
883156.3.RefSeq.faa	Veillonella ratti ACS-216-V-Col6b
1133569.3.RefSeq.faa	Lactobacillus vini DSM 20605
883158.3.RefSeq.faa	Prevotella micans F0438
568814.3.RefSeq.faa	Streptococcus suis BM407
1087444.3.RefSeq.faa	Klebsiella pneumoniae subsp. pneumoniae KPNIH5
1403540.3.RefSeq.faa	Halomonas sp. BCO4
660596.6.RefSeq.faa	Pantoea stewartii subsp. stewartii DC283
1249471.3.RefSeq.faa	Burkholderia pseudomallei MSHR146
760570.3.RefSeq.faa	Streptococcus parasanguinis ATCC 15912
1408439.3.RefSeq.faa	Fusobacterium perfoetens ATCC 29250
1223515.3.RefSeq.faa	Corynebacterium humireducens NBRC 106098 = DSM 45392
491075.3.RefSeq.faa	Enterococcus faecalis HH22
1053203.3.RefSeq.faa	Bacillus cereus HuA2-4
869801.3.RefSeq.faa	Streptococcus pneumoniae SPN061370
1249477.3.RefSeq.faa	Burkholderia pseudomallei NAU35A-3
272831.7.RefSeq.faa	Neisseria meningitidis FAM18
1069618.3.RefSeq.faa	Neisseria meningitidis 92045
1069619.3.RefSeq.faa	Neisseria meningitidis NM2657
1249474.3.RefSeq.faa	Burkholderia pseudomallei MSHR511
864803.3.RefSeq.faa	Clostridium beijerinckii ATCC 35702 SA-1
1069612.3.RefSeq.faa	Neisseria meningitidis NM183
1069613.3.RefSeq.faa	Neisseria meningitidis NM2781
1069610.3.RefSeq.faa	Neisseria meningitidis NM255
1069611.3.RefSeq.faa	Neisseria meningitidis NM140
1069616.3.RefSeq.faa	Neisseria meningitidis 98008
1069617.3.RefSeq.faa	Neisseria meningitidis 80179
1069614.3.RefSeq.faa	Neisseria meningitidis 69166
1069615.3.RefSeq.faa	Neisseria meningitidis NM576
497738.3.RefSeq.faa	Streptococcus pneumoniae SV35
1411550.3.RefSeq.faa	Staphylococcus aureus M28112
491074.3.RefSeq.faa	Enterococcus faecalis TX0104
1341181.4.RefSeq.faa	Flavobacterium sp. JC2902
1411551.3.RefSeq.faa	Staphylococcus aureus M31588
1046598.4.RefSeq.faa	Lactobacillus versmoldensis KCTC 3814
386415.7.RefSeq.faa	Clostridium novyi NT
295319.15.RefSeq.faa	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
444612.3.RefSeq.faa	Rickettsia endosymbiont of Ixodes scapularis
568816.4.RefSeq.faa	Acidaminococcus intestini RyC-MR95
1335618.3.RefSeq.faa	Oenococcus oeni X2L
1079469.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Saintpaul str. JO2008
1412492.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20095440
722438.3.RefSeq.faa	Mycoplasma pneumoniae FH
1123265.3.RefSeq.faa	Sphingobacterium thalpophilum DSM 11723
491077.3.RefSeq.faa	Lactobacillus reuteri SD2112
1402657.3.RefSeq.faa	Staphylococcus aureus M1145
1269760.3.RefSeq.faa	Lactobacillus delbrueckii subsp. lactis CRL581
1409437.3.RefSeq.faa	Staphylococcus aureus OCMM6049
1123268.4.RefSeq.faa	Sphingomonas jaspsi DSM 18422
1123269.5.RefSeq.faa	Sphingomonas sanxanigenens DSM 19645 = NX02
784613.4.RefSeq.faa	Lactobacillus delbrueckii subsp. bulgaricus PB2003/044-T3-4
568817.3.RefSeq.faa	Serratia symbiotica str. 'Cinara cedri'
1134842.3.RefSeq.faa	Staphylococcus aureus subsp. aureus CM05
1134840.3.RefSeq.faa	Enterococcus faecium S447
1134841.16.RefSeq.faa	Enterococcus faecium V689
1435483.3.RefSeq.faa	Staphylococcus aureus MUF256
491076.4.RefSeq.faa	Lactobacillus crispatus JV-V01
360118.4.RefSeq.faa	Burkholderia pseudomallei 406e
360117.3.RefSeq.faa	Coxiella burnetii Q321
360116.4.RefSeq.faa	Coxiella burnetii 'MSU Goat Q177'
1154878.3.RefSeq.faa	Streptococcus agalactiae MRI Z1-215
405917.4.RefSeq.faa	Bacillus cereus W
1159019.3.RefSeq.faa	Helicobacter pylori GAM100Ai
360111.4.RefSeq.faa	Campylobacter jejuni subsp. jejuni CF93-6
360110.4.RefSeq.faa	Campylobacter jejuni subsp. jejuni 84-25
1111731.3.RefSeq.faa	Glycomyces tenuis DSM 44171
1111730.5.RefSeq.faa	Flavobacterium antarcticum DSM 19726
1281885.3.RefSeq.faa	Bordetella holmesii H558
1111732.3.RefSeq.faa	Ignatzschineria larvae DSM 13226
1111734.3.RefSeq.faa	Propionibacterium acidipropionici DSM 4900
1306952.3.RefSeq.faa	Pediococcus acidilactici D3
1306950.3.RefSeq.faa	Klebsiella pneumoniae subsp. pneumoniae 12-3578
209882.4.RefSeq.faa	Fusobacterium nucleatum subsp. vincentii ATCC 49256
1448848.3.RefSeq.faa	Staphylococcus aureus 1801-2 2010
1448849.3.RefSeq.faa	Staphylococcus warneri Lyso 1 2011
1448842.3.RefSeq.faa	Staphylococcus aureus Lyso 2 2010
1448843.3.RefSeq.faa	Staphylococcus aureus LysK 1 2010
998820.3.RefSeq.faa	Lactobacillus casei BD-II
1448841.3.RefSeq.faa	Staphylococcus aureus Lyso 1 2010
1448846.3.RefSeq.faa	Staphylococcus aureus 1101-2 2010
1448847.3.RefSeq.faa	Staphylococcus aureus 1801-1 2010
1448844.3.RefSeq.faa	Staphylococcus aureus LysK 2 2010
1448845.3.RefSeq.faa	Staphylococcus aureus 1101-1 2010
1434143.3.RefSeq.faa	Shigella flexneri 2003055
68170.3.RefSeq.faa	Lechevalieria aerocolonigenes
1138909.3.RefSeq.faa	Enterococcus faecium E1630
1125699.3.RefSeq.faa	Treponema maltophilum ATCC 51939
1027371.3.RefSeq.faa	Gordonia alkanivorans NBRC 16433
1125694.3.RefSeq.faa	Proteus mirabilis WGLW6
1125697.3.RefSeq.faa	Pseudomonas aeruginosa str. Stone 130
1125693.3.RefSeq.faa	Proteus mirabilis WGLW4
357244.4.RefSeq.faa	Orientia tsutsugamushi str. Boryong
744979.4.RefSeq.faa	Ahrensia sp. R2A130
315730.11.RefSeq.faa	Bacillus weihenstephanensis KBAB4
1417222.3.RefSeq.faa	Staphylococcus aureus W86063
1281781.3.RefSeq.faa	Bifidobacterium animalis subsp. lactis Bl12
591946.4.RefSeq.faa	Escherichia coli LF82
314232.4.RefSeq.faa	Loktanella vestfoldensis SKA53
388413.5.RefSeq.faa	Algoriphagus sp. PR1
1401079.3.RefSeq.faa	Mogibacterium timidum ATCC 33093
1094506.5.RefSeq.faa	Salmonella enterica subsp. enterica serovar Cerro FSL R8-0235
1138908.3.RefSeq.faa	Enterococcus faecium E1627
562743.4.RefSeq.faa	Amphibacillus jilinensis Y1
559301.5.RefSeq.faa	Lactobacillus gasseri MV-22
1169674.3.RefSeq.faa	Streptococcus sp. GMD5S
66692.6.RefSeq.faa	Bacillus clausii KSM-K16
1417221.3.RefSeq.faa	Staphylococcus aureus W86059
1385664.3.RefSeq.faa	Hymenobacter sp. DG25B
696281.4.RefSeq.faa	Desulfotomaculum ruminis DSM 2154
866778.4.RefSeq.faa	Veillonella atypica ACS-134-V-Col7a
866779.4.RefSeq.faa	Finegoldia magna SY403409CC001050417
866774.4.RefSeq.faa	Atopobium vaginae PB189-T1-4
866775.3.RefSeq.faa	Aerococcus urinae ACS-120-V-Col10a
28885.3.RefSeq.faa	Hydrogenovibrio marinus
866777.3.RefSeq.faa	Bifidobacterium breve ACS-071-V-Sch8b
1434145.3.RefSeq.faa	Shigella flexneri Shi06GS55
866771.4.RefSeq.faa	Prevotella disiens FB035-09AN
866773.4.RefSeq.faa	Finegoldia magna BVS033A4
1402686.4.RefSeq.faa	Staphylococcus aureus M1177
1402687.3.RefSeq.faa	Staphylococcus aureus M1178
1402684.3.RefSeq.faa	Staphylococcus aureus M1175
1402685.3.RefSeq.faa	Staphylococcus aureus M1176
1402682.3.RefSeq.faa	Staphylococcus aureus M1172
1402683.3.RefSeq.faa	Staphylococcus aureus M1174
1402680.3.RefSeq.faa	Staphylococcus aureus M1169
1402681.3.RefSeq.faa	Staphylococcus aureus M1171
93220.9.RefSeq.faa	Pandoraea pnomenusa
1402688.3.RefSeq.faa	Staphylococcus aureus M1179
1402689.3.RefSeq.faa	Staphylococcus aureus M1180
1281223.3.RefSeq.faa	Escherichia coli UMEA 3221-1
31954.3.RefSeq.faa	Bifidobacterium pseudolongum subsp. pseudolongum
553.4.RefSeq.faa	Pantoea ananatis
1005545.3.RefSeq.faa	Escherichia coli EC1850
486408.6.RefSeq.faa	Lactobacillus rhamnosus HN001
1005546.3.RefSeq.faa	Escherichia coli EC1856
1198700.3.RefSeq.faa	Brucella abortus RB51-AHVLA
1403883.3.RefSeq.faa	Staphylococcus aureus M1500
562.2309.RefSeq.faa	Escherichia coli M7
670.80.RefSeq.faa	Vibrio parahaemolyticus S040
1281220.3.RefSeq.faa	Escherichia coli UMEA 3216-1
1403887.3.RefSeq.faa	Staphylococcus aureus M1504
1403886.3.RefSeq.faa	Staphylococcus aureus M1503
1403885.3.RefSeq.faa	Staphylococcus aureus M1502
562.2308.RefSeq.faa	Escherichia coli M6
1005540.3.RefSeq.faa	Escherichia coli EC1845
1403889.3.RefSeq.faa	Staphylococcus aureus M1506
1403888.3.RefSeq.faa	Staphylococcus aureus M1505
562.2307.RefSeq.faa	Escherichia coli M5
1281226.3.RefSeq.faa	Escherichia coli UMEA 3233-1
872326.3.RefSeq.faa	Lactobacillus sp. 66c
1367846.3.RefSeq.faa	Francisella tularensis 99A-2628
562.2306.RefSeq.faa	Escherichia coli M4
1005542.3.RefSeq.faa	Escherichia coli EC1847
1413572.3.RefSeq.faa	Staphylococcus aureus ZTA10/00058-8HST
562.2290.RefSeq.faa	Escherichia coli M11
1413570.3.RefSeq.faa	Staphylococcus aureus ZTA10/00045-9HST
1281224.3.RefSeq.faa	Escherichia coli UMEA 3222-1
1413576.3.RefSeq.faa	Staphylococcus aureus ZTA09/03576-8HST
1413577.3.RefSeq.faa	Staphylococcus aureus DICM09/00997-9HST2
1413574.3.RefSeq.faa	Staphylococcus aureus ZTA10/00047-8HST
562.2289.RefSeq.faa	Escherichia coli M10
1412739.3.RefSeq.faa	Staphylococcus aureus F60346
1412738.3.RefSeq.faa	Staphylococcus aureus F57036
562.2311.RefSeq.faa	Escherichia coli M9
1258564.3.RefSeq.faa	Vibrio cholerae P-18785
1412733.3.RefSeq.faa	Staphylococcus aureus F53393
1412732.3.RefSeq.faa	Staphylococcus aureus F53388
1412731.3.RefSeq.faa	Staphylococcus aureus F50126
562.2310.RefSeq.faa	Escherichia coli M8
1412737.3.RefSeq.faa	Staphylococcus aureus F57033
1412736.3.RefSeq.faa	Staphylococcus aureus F57021
1412735.3.RefSeq.faa	Staphylococcus aureus F53404
1412734.3.RefSeq.faa	Staphylococcus aureus F53399
398511.4.RefSeq.faa	Bacillus pseudofirmus OF4
1263864.3.RefSeq.faa	Enterococcus faecalis MA1
699033.6.RefSeq.faa	Clostridium difficile 2007855
1409609.3.RefSeq.faa	Staphylococcus aureus UCIM6080
1074162.3.RefSeq.faa	Streptococcus mutans TCI-222
1074163.3.RefSeq.faa	Streptococcus mutans TCI-223
1074160.3.RefSeq.faa	Streptococcus mutans TCI-219
1409608.3.RefSeq.faa	Staphylococcus aureus KINB6009
1074166.3.RefSeq.faa	Streptococcus mutans TCI-228
1074167.3.RefSeq.faa	Streptococcus mutans TCI-234
1074164.3.RefSeq.faa	Streptococcus mutans TCI-224
1074165.3.RefSeq.faa	Streptococcus mutans TCI-227
396588.4.RefSeq.faa	Thioalkalivibrio sulfidophilus HL-EbGr7
1074168.3.RefSeq.faa	Streptococcus mutans TCI-239
1074169.3.RefSeq.faa	Streptococcus mutans TCI-242
340099.6.RefSeq.faa	Thermoanaerobacter pseudethanolicus ATCC 33223
398512.4.RefSeq.faa	Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933
1438760.3.RefSeq.faa	Klebsiella pneumoniae CHS 54
1438761.3.RefSeq.faa	Klebsiella pneumoniae CHS 55
1438762.3.RefSeq.faa	Klebsiella pneumoniae CHS 56
1438763.3.RefSeq.faa	Klebsiella pneumoniae CHS 57
1438764.3.RefSeq.faa	Klebsiella pneumoniae CHS 58
1438765.3.RefSeq.faa	Klebsiella pneumoniae CHS 59
1438766.3.RefSeq.faa	Klebsiella pneumoniae CHS 60
1438767.3.RefSeq.faa	Klebsiella pneumoniae CHS 61
1438768.3.RefSeq.faa	Klebsiella pneumoniae CHS 62
1438769.3.RefSeq.faa	Klebsiella pneumoniae CHS 63
317655.17.RefSeq.faa	Sphingopyxis alaskensis RB2256
1335415.3.RefSeq.faa	Mycobacterium abscessus MAB_091912_2455
1032488.3.RefSeq.faa	Neisseria shayeganii 871
455436.3.RefSeq.faa	Glaciecola sp. HTCC2999
1157359.3.RefSeq.faa	Enterococcus faecalis B2557
1157358.3.RefSeq.faa	Enterococcus faecalis B2535
1157429.3.RefSeq.faa	Enterococcus faecium 9730219-1
272630.7.RefSeq.faa	Methylobacterium extorquens AM1
1157355.3.RefSeq.faa	Enterococcus faecalis B2255
1157354.3.RefSeq.faa	Enterococcus faecalis B2207
1157425.3.RefSeq.faa	Enterococcus faecium 841V03
1409438.3.RefSeq.faa	Staphylococcus aureus AMMC6070
1157423.3.RefSeq.faa	Enterococcus faecium 7330884-2
1157422.3.RefSeq.faa	Enterococcus faecium 7330614-1
1157421.3.RefSeq.faa	Enterococcus faecium 7330519-3
1072569.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Paratyphi A str. GZ9A00052
1290414.3.RefSeq.faa	Burkholderia pseudomallei OS
1310639.3.RefSeq.faa	Acinetobacter baumannii 272263
1310638.3.RefSeq.faa	Acinetobacter baumannii 1437282
1310634.3.RefSeq.faa	Acinetobacter baumannii 4749
1310637.3.RefSeq.faa	Acinetobacter baumannii 809848
1310636.3.RefSeq.faa	Acinetobacter baumannii 1429530
1310631.3.RefSeq.faa	Acinetobacter baumannii 15827
1310630.3.RefSeq.faa	Acinetobacter baumannii 99063
1310633.3.RefSeq.faa	Acinetobacter baumannii 940793
742725.3.RefSeq.faa	Alistipes indistinctus YIT 12060
28152.3.RefSeq.faa	Yersinia kristensenii
525898.7.RefSeq.faa	Sulfurospirillum deleyianum DSM 6946
525897.5.RefSeq.faa	Desulfomicrobium baculatum DSM 4028
1409439.3.RefSeq.faa	Staphylococcus aureus AMMC6071
326425.4.RefSeq.faa	Lactobacillus helveticus CNRZ32
1132496.5.RefSeq.faa	Pasteurella multocida subsp. multocida str. HN06
326426.4.RefSeq.faa	Bifidobacterium breve UCC2003
326423.5.RefSeq.faa	Bacillus amyloliquefaciens FZB42
1437602.3.RefSeq.faa	Bifidobacterium gallinarum DSM 20670
1441628.4.RefSeq.faa	Leptospirillum ferriphilum YSK
77635.3.RefSeq.faa	Bifidobacterium subtile
1072576.3.RefSeq.faa	Enterococcus mundtii crl1656
633147.4.RefSeq.faa	Olsenella uli DSM 7084
1072572.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Paratyphi A str. ZJ98-53
1072571.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Paratyphi A str. YN09620
1072570.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Paratyphi A str. JX05-19
633149.4.RefSeq.faa	Brevundimonas subvibrioides ATCC 15264
525903.6.RefSeq.faa	Thermanaerovibrio acidaminovorans DSM 6589
1136178.3.RefSeq.faa	Geobacillus thermoglucosidans TNO-09.020
1398492.3.RefSeq.faa	Vibrio cholerae E306
509633.3.RefSeq.faa	Pseudomonas aeruginosa PAb1
1121286.4.RefSeq.faa	Chryseobacterium daeguense DSM 19388
525904.6.RefSeq.faa	Thermobaculum terrenum ATCC BAA-798
1422729.3.RefSeq.faa	Staphylococcus aureus VET1884R
1422728.3.RefSeq.faa	Staphylococcus aureus VET1880R
1412627.3.RefSeq.faa	Staphylococcus aureus F23336
749529.3.RefSeq.faa	Escherichia coli MS 57-2
749528.3.RefSeq.faa	Escherichia coli MS 45-1
749527.3.RefSeq.faa	Escherichia coli MS 21-1
1422722.3.RefSeq.faa	Staphylococcus aureus VET1871R
1422721.3.RefSeq.faa	Staphylococcus aureus VET1869R
1422720.3.RefSeq.faa	Staphylococcus aureus VET1868R
1422727.3.RefSeq.faa	Staphylococcus aureus VET1877R
1422726.3.RefSeq.faa	Staphylococcus aureus VET1876R
1422725.3.RefSeq.faa	Staphylococcus aureus VET1875R
1422724.3.RefSeq.faa	Staphylococcus aureus VET1873R
936578.3.RefSeq.faa	Streptococcus sp. AS20
1158621.3.RefSeq.faa	Enterococcus faecalis SS-6
1158622.3.RefSeq.faa	Enterococcus faecalis FA2-2
1158623.3.RefSeq.faa	Enterococcus faecalis V587
1158624.3.RefSeq.faa	Enterococcus faecalis SF28073
1158625.3.RefSeq.faa	Enterococcus faecalis RM4679
1158626.3.RefSeq.faa	Enterococcus faecalis T14
1158627.3.RefSeq.faa	Enterococcus faecalis CH19
1158628.3.RefSeq.faa	Enterococcus faecalis WH257
1158629.3.RefSeq.faa	Enterococcus faecalis SF19
936572.3.RefSeq.faa	Selenomonas sp. FOBRC6
936573.3.RefSeq.faa	Selenomonas sp. FOBRC9
936575.3.RefSeq.faa	Streptococcus sp. AC15
936576.3.RefSeq.faa	Streptococcus sp. ACS2
936577.3.RefSeq.faa	Streptococcus sp. AS14
441156.4.RefSeq.faa	Burkholderia pseudomallei 7894
1287488.3.RefSeq.faa	Prevotella sp. S7 MS 2
743718.4.RefSeq.faa	Isoptericola variabilis 225
743719.3.RefSeq.faa	Paenibacillus lactis 154
1242970.3.RefSeq.faa	Staphylococcus aureus CN79
743713.3.RefSeq.faa	Pseudomonas fluorescens R124
743710.3.RefSeq.faa	Bacillus atrophaeus ATCC 49822-1
743711.3.RefSeq.faa	Bacillus atrophaeus ATCC 49822-2
691337.3.RefSeq.faa	Campylobacter jejuni subsp. jejuni 305
